year,season,trophic_level,offspring_size,age_maturity,fecundity,l_inf,k,max_obs_length,length_maturity,PC1,PC2,PC3
1999,SPRING,4.07788611447699,119.205920066644,6.475264790967,606613.997375492,97.3605220569162,0.16590857947855,105.362459087959,50.8947308725848,-2.82896850422527,-0.720892950710979,-0.113328461040411
2000,FALL,4.11925845140154,130.773463629548,6.09016250216229,435200.72664204,96.3377698960343,0.18035077701671,101.607291281657,51.1541261226038,-2.75195885281417,-0.839194690736841,-0.323668589478776
2000,SPRING,3.95997356742389,89.1108313690313,5.51167693790293,653265.917675965,85.1173500319517,0.183499233437203,91.2372305447569,44.5891821536334,-2.24097975883758,-0.321702493423036,0.0799767774544703
2001,FALL,4.14452188498066,133.624753715369,6.28570676332093,616731.781535123,99.3603077824706,0.169478100930265,107.698651998374,51.9482976115924,-2.90281077737922,-0.753602756897258,-0.294896047251698
2001,SPRING,3.97035328878036,72.599582285645,5.45847041265968,832450.864123188,79.7612201883811,0.189988224357791,86.8458754662856,41.9848179258669,-2.03897136140697,-0.09896371454034,0.0989120117505153
2002,FALL,4.03615079523551,84.9348693281827,5.50572142808149,936774.474050705,90.7177838267063,0.198738225412742,96.6338587961991,45.9306885456,-2.23282428147916,-0.155212147455485,-0.075332059403571
2002,SPRING,4.11348109539138,135.851691594341,6.52308757154362,702226.511531926,98.3665702576657,0.150707989735231,106.554208178832,51.5239758803656,-2.97629807521457,-0.842555815735844,-0.182877683870965
2003,FALL,4.01945275897032,104.284540898933,5.63382418935596,608680.189984532,88.5453335993587,0.186851794413035,94.2651146896815,45.9500717096623,-2.32022881186734,-0.471056892750981,-0.0960124944571525
2003,SPRING,4.08010515578602,115.918023265616,6.09383560631479,717584.330232465,97.538586463649,0.161844680047888,103.047980994946,50.6572196903748,-2.78588640261703,-0.625670107828755,-0.131224499113151
2004,FALL,4.07358415173093,129.064827350735,6.07251126128873,534128.144144157,97.1460212378628,0.170654792859799,102.648135908038,50.891846954584,-2.72165456713351,-0.794525206596485,-0.208712645112624
2004,SPRING,3.9575635498212,63.8608864731244,5.51501321754971,950464.272957291,83.4494885226929,0.182113295091545,95.4263718060367,41.9617752293957,-2.09735387360708,0.073901483755516,0.207740918502016
2005,FALL,4.12903456855017,153.7265504983,6.4358144294768,434122.25678955,101.765883137255,0.160737083806665,109.553717029584,53.4593353958863,-3.05204850311193,-1.05697108464867,-0.312655656870229
2005,SPRING,4.01239529603593,96.7827795528189,6.01229695775664,850907.252465954,91.144556561845,0.164715529225387,100.723145798014,46.9378216997271,-2.51366845262489,-0.399937730608127,0.0588914276893283
2006,FALL,4.12959618788798,140.117784032068,6.35031093386204,438062.409186167,98.9122079781033,0.167574876241776,105.687919823228,51.6348693582601,-2.89885623724171,-0.898531251569846,-0.303499699907406
2006,SPRING,4.16596676865788,152.2733495013,7.11168470084127,469916.729851077,105.886886546278,0.143650834292954,116.227526261699,55.9982391092242,-3.32674115874718,-1.0824254958097,-0.268227462332081
2007,FALL,4.07780248891298,140.570622235566,6.19983894353569,390419.364701383,96.586526989978,0.168677580262564,103.079432985229,50.5117698512883,-2.81534257522748,-0.977645878814428,-0.235481384359421
2007,SPRING,4.01350201891027,80.4736527173911,5.45061768299769,855895.015176836,88.1893722088698,0.193002189256077,94.9259789716191,45.6717108076976,-2.26127657601146,-0.0887628469231501,0.00307048511757021
2008,FALL,4.07636790733869,127.300179934383,6.26059407268365,434597.169284322,97.4199936851163,0.177419986755167,102.677531588365,50.9943750785631,-2.7434773513456,-0.862315057234821,-0.218619416531667
2008,SPRING,4.05224253667479,102.726457503433,6.34718632904402,734241.319491028,95.2097527193585,0.166248829785876,102.358276196324,49.818071968071,-2.68712556903947,-0.541072215514407,-0.0429317794879006
2009,FALL,3.99916542700981,78.9102996785415,5.57305239906766,1405905.9584333,84.8909533584163,0.210782278488684,87.2625496714374,43.9144268979884,-2.08416147699915,-0.326867098385935,-0.0708618922749009
2009,SPRING,4.10952433895598,82.9319749520242,5.99596095203937,739292.860782118,92.5034452697207,0.183732967218002,99.4606774892662,47.6518178543412,-2.47512133607843,-0.239407700959148,-0.156552986371336
2010,FALL,4.09795228875054,76.1140279841593,5.29054406586876,634924.165192229,85.8208263890441,0.207530925892478,91.5807617646278,44.3619722080731,-2.12673261199344,-0.127479571153254,-0.229722909607694
2010,SPRING,4.12341033038287,89.9373600080621,5.66350289669146,750314.30701701,90.2695991423552,0.193526537670231,98.5537360207767,46.804970260259,-2.38156653132089,-0.233821507673177,-0.233365869549091
2011,FALL,3.85773269697569,268.663369971285,5.77508943116682,455631.371622257,187.33063643354,0.221899853063247,188.415650042243,101.505448250602,-2.42961563349669,-0.513323965684178,0.169855451928178
2011,SPRING,4.03700303622149,86.4403801458918,5.94666495471905,643220.023516252,89.4803104143911,0.178202662839361,96.5452072792878,46.352031780328,-2.38512163787692,-0.319098080729445,-0.0135721402280581
2012,FALL,4.13747335256464,200.359127376381,6.49771947482241,331122.40526925,130.86690814268,0.166362976567653,139.072477165929,70.4553702562611,-3.11537459065016,-0.988293341442975,-0.315506095611117
2012,SPRING,4.07503873821675,116.31698296984,5.64201399215595,779927.229950826,95.7093314659062,0.175108284414318,104.511939328093,50.8056816397144,-2.62284749628984,-0.567794336635926,-0.188202493446547
2013,FALL,4.13555310604888,116.241951652576,5.88260251926354,466954.306966108,92.3582369653187,0.183198867596956,101.272766409864,48.7627724927482,-2.60846044495692,-0.507982409663902,-0.283688402127215
2013,SPRING,4.08335037980388,99.7598000491533,5.32206845534165,538026.635633671,89.202622181704,0.189891704730203,96.7200458669581,47.3143485311362,-2.34670066226759,-0.336936783168919,-0.216533516747041
2014,FALL,4.14815334128436,97.5199345999988,5.33340161083211,563432.44170972,93.18867790967,0.205644397987707,100.637821516387,48.8968332102899,-2.28122494580782,-0.0499165515900754,-0.315915633343742
2014,SPRING,4.11992060756569,88.1589447543215,5.41012626758093,527609.223864374,85.4554119303677,0.192211281623134,94.1812809813248,44.2462175246607,-2.25302007102718,-0.140503659057202,-0.227831727645931
2015,FALL,4.01576768565001,56.6859046944856,4.9163101294666,682523.198823595,82.1526860845576,0.213121031648667,88.4856831940739,41.6231401951111,-1.88475260744133,0.179222375651495,-0.0427891169155225
2015,SPRING,3.98087671968702,48.6593056608583,4.33642193606521,687247.696294937,73.9485235190053,0.225351614454342,81.5603173326411,39.2000834750044,-1.58875779885768,0.373428118966118,-0.00923657950998582
2016,FALL,4.06058856614021,105.450418255197,5.57149251282492,1418663.56501475,87.7291252813452,0.197341414434263,95.2394044778928,46.4542552453749,-2.35237129919673,-0.412378921707243,-0.169754072136243
2016,SPRING,4.0832642604336,126.850968077211,6.0536222402755,504838.390226778,100.08048423604,0.172508755992684,107.399654152699,52.8920168320219,-2.59966872893694,-0.498780091449516,-0.133190373475165
2018,FALL,4.10679561613418,108.378384940158,5.89841727922605,371477.607237023,94.1111813379882,0.199286970127845,96.923351473058,49.3494565081817,-2.54493961193657,-0.664638728855615,-0.3118770149679
2018,SPRING,4.1601253273984,97.9694444797592,6.01013521064573,712914.719202606,100.788308791444,0.172290475668162,103.114774455098,50.6676097918783,-2.71112984342402,-0.329488490775935,-0.258702569958575
2019,FALL,4.13437488737509,139.138413802304,6.62802501146653,373132.034580999,104.332473284351,0.15882145447134,111.353680013267,55.7889062043372,-3.10077635084864,-1.04361144234977,-0.312935925670734
2019,SPRING,4.11830921026573,117.169226328822,6.03156426918961,568797.360836771,99.3015270937547,0.165185817779415,106.885017508106,51.7641076382292,-2.79203927291058,-0.583053213595332,-0.219430675301587
2021,FALL,4.01660834935396,57.8829892204169,4.94626673955644,488419.824699693,75.7699881304485,0.230230448449225,80.4052571646057,40.1816465087127,-1.71909986085193,0.00774744778112253,-0.113381582908559
2021,SPRING,4.16100497092648,145.837497436962,6.74671650794868,349231.908028552,100.823425280108,0.158482752084847,108.456776219592,53.325710731731,-3.09592290984352,-0.983404426630138,-0.308213057258208
2022,FALL,4.15949264207567,53.0612325716217,4.10834648735397,436059.285365106,76.8420545238008,0.256956341025617,83.9072384835585,40.9055573918875,-1.5623094092702,0.333657263347658,-0.479101035352665
2022,SPRING,4.06227671723401,107.725991967774,5.53651269720786,1026690.62956307,92.1337540990708,0.195561847717078,96.4282313522185,49.0165590785158,-2.43532250521849,-0.60433150117234,-0.233572842036837
2023,FALL,4.12399857358614,79.9397522158197,5.35300375860376,1078190.25350727,87.2690954247291,0.205369277283787,92.2378570805561,46.3899681312441,-2.20695061576701,-0.192430479342149,-0.311117659504466
2023,SPRING,4.18204019302452,80.4418212861851,5.26335504125276,608934.805121196,89.6809370202226,0.188928803146021,96.7663373397893,45.8544818540598,-2.26861522460318,0.101457649900303,-0.331919884637029
2024,FALL,4.04974988783034,73.6796033341633,5.06674334129172,437314.553461078,83.1306492296283,0.227677417676707,86.5939895516484,43.4985573477671,-1.93451646997931,-0.153183642147326,-0.218632562001417
2024,SPRING,4.07038463537021,63.2082195839462,4.86178934160331,543770.345512326,82.3119247079488,0.218409245877843,87.7334464172084,42.5168262951131,-1.8799397811751,0.0886627078042153,-0.186683949363027
